"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Bong Joon Ho","Cha Seung-jae, Jong-yun No, Kim Moo-ryung","Bong Joon Ho, Shim Sung-bo","CJ Entertainment, Sidus, Muhan Investment","Mystery & Thriller, Crime, Drama","Korean","May 2, 2003, Original","Jul 24, 2017","$14.1K","2h 9m","In 1986, Park (Song Kang-ho) and Cho (Kim Roi-ha) are two simple-minded detectives assigned to a double murder investigation in a South Korean province. But when the murderer strikes several more times with the same pattern, the detectives realize that they are chasing the country's first documented serial killer. Relying on only their basic skills and tools, Park and Jo attempt to piece together the clues and solve the case in this thriller based on true events.",95,92,"Memories of Murder"
