"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Fred Niblo","Douglas Fairbanks","Alexandre Dumas, Douglas Fairbanks, Edward Knoblock, Lotta Woods","United Artists","Douglas Fairbanks Pictures","Adventure","Aug 28, 1921, Wide","Jun 30, 2016","2h 0m","Academy (1.33:1)","Leaving his country village, D'Artagnan (Douglas Fairbanks) heads to Paris in hopes of becoming a musketeer. Soon after, he meets three of them -- Athos (Leon Barry), Porthos (George Siegmann) and Aramis (Eugene Pallette) -- and joins their struggle to defend Queen Anne (Mary MacLaren) against the devious Cardinal Richelieu (Nigel De Brulier). The cardinal's been scheming to expose Anne's infidelity by stealing a brooch she gave her lover (Thomas Holding), and the musketeers vow to get it first.",92,74,"The Three Musketeers"
