"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Matteo Garrone","Domenico Procacci","Ugo Chiti, Matteo Garrone, Massimo Gaudioso","Four Ways Features, First Run","Fandango","Drama","Italian","Jul 18, 2003, Original","May 18, 2004","$56.3K","1h 41m","Dolby Digital, Surround","Peppino (Ernesto Mahieux) is a skilled but lonely taxidermist until he crosses paths with Valerio (Valerio Foglia Manzillo), a handsome waiter in search of a better job. Peppino is strangely attracted to the charismatic young man and offers him a cushy position as his apprentice. To curry favor with his pretty-boy aide, Peppino lavishes him with gifts. But when Valerio meets the beautiful Deborah (Elisabetta Rocchetti), a twisted love triangle evolves that can only spell disaster.",81,70,"The Embalmer"
