"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Claude Chabrol","Marin Karmitz","Claude Chabrol, Gustave Flaubert","Samuel Goldwyn Company","MK2 Productions","PG-13","Drama, Romance","French (France)","Dec 25, 1991, Original","Nov 11, 2008","$1.9M","2h 10m","Emma Rouault (Isabelle Huppert), a beautiful young woman who craves romance and luxury, marries warmhearted but unfashionable doctor Charles Bovary (Jean-François Balmer). After attending a lavish party, Emma becomes fed up with her dull marriage and decides to take part in secret trysts with her dashing neighbor, Rodolphe Boulanger (Christophe Malavoy). But she's too naive to see through Rodolphe's lies and too frivolous with her money, and soon finds herself both in debt and heartbroken.",63,60,"Madame Bovary"
