"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Rory Kelly","Michael Steinberg, Roger Hedden, Eric Stoltz","R","Drama, LGBTQ+","English","Jan 13, 2004","$152.2K","1h 27m","Surround, Stereo","Frank (Craig Sheffer) is slated to be best man at the upcoming wedding of his friend Joseph (Eric Stoltz) to Sarah (Meg Tilly). But at a boozy gathering before the ceremony, he shocks the couple by confessing that he's also in love with the bride-to-be. Though she goes ahead with the ceremony, Sarah is increasingly torn between her husband and his best friend. As she weighs her romantic options, Joseph and Frank develop a rivalry that threatens their friendship.",21,50,"Sleep With Me"
