"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Charles Crichton","Michael Balcon","T.E.B. Clarke","Ealing Studios, J. Arthur Rank Films [gb]","Comedy","English (United Kingdom)","Sep 10, 1951, Original","Aug 1, 2010","$15.4K","1h 18m","A meek clerk (Alec Guinness), his buddy (Stanley Holloway) and crooks melt hijacked Bank of England gold into Eiffel Tower souvenirs.",100,86,"The Lavender Hill Mob"
