"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Anthony Waller","Richard Claus","John Landis, Tim Burns, Tom Stern, Anthony Waller","Cometstone Pictures, Hollywood Pictures, Avrora Media, Propaganda Films, J&M Entertainment","R","Horror","English","Dec 25, 1997, Original","Sep 26, 2018","$26.6M","1h 38m","Surround, Dolby Digital","35mm","A group of carousing American tourists is taking in the cultural landmarks of Paris when a chance encounter results in sightseer Andy McDermott (Tom Everett Scott) saving the life of Parisian Serafine Pigot (Julie Delpy). While on a date at a nightclub with Serafine, Andy is suddenly attacked and bitten by a werewolf. The next day he discovers that Serafine is also a lycanthrope, and that he is beginning his own grueling, hirsute transformation into one of the fanged beasts.",7,30,"An American Werewolf in Paris"
