"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"John Cardos","Igo Kantor, Jeffrey Sneller","Alan Caillou","Arachnid Productions","PG","Horror, Sci-Fi","English","Aug 24, 1977, Limited","Jul 27, 2016","1h 34m","Flat (1.85:1)","Arizona farmer Walter Colby (Woody Strode) and his wife, Birch (Altovise Davis), have a problem on their hands: One of their cows was just killed by a creature, but they have no idea what the beast could have been. So they consult local vet Dr. Robert Hansen (William Shatner), who becomes puzzled and calls in scientist Diane Ashley (Tiffany Bolling). Eventually, the duo discovers that oversize spiders are invading the small town, putting the entire population in danger as a county fair begins.",50,36,"Kingdom of the Spiders"
