"Director","Producer","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Don Siegel","Vincent M. Fennelly","Allied Artists Pictures Corporation","Crime, Drama","English","1h 31m","A social worker (James Whitmore) tries to reach a street-gang leader (John Cassavetes) who plans to kill a man over a slap.",100,40,"Crime in the Streets"
