"Director","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Quine","Warner Brothers/Seven Arts","PG","Drama","English","Nov 16, 2010","2h 4m","Warren Trent (Melvyn Douglas) may own a hotel that's the epitome of luxury, but the accounting books tell a different story. The St. Gregory Hotel is pretty much flat broke. To prevent a corporate takeover, Trent pins his hopes on the ingenuity of hotel manager Peter McDermott (Rod Taylor). But a revolving door of zany guests -- including a drunk-driving Duke of Lanbourne (Michael Rennie) and an intrepid thief named Keycase (Karl Malden) -- makes that a challenging task.",100,43,"Hotel"
