"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Adam Wingard","Simon Barrett, Kim Sherman, Travis Stevens","Simon Barrett","Snowfort Pictures","R (Language|Disturbing Images|Disturbing Bloody Violence|Nudity|Some Sexuality)","Horror, Mystery & Thriller","English","Feb 9, 2012","1h 25m","An escaped killer pursues his ex-girlfriend who has fled to start a new life.",60,34,"A Horrible Way to Die"
