"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Toni Myers","Warner Bros., IMAX","G","Documentary","English","Mar 19, 2010, Limited","Oct 24, 2012","$52.5M","43m","In May 2009, NASA astronauts embark on a mission to perform maintenance and repairs to the Hubble Space Telescope. As they go about their tasks, danger and beauty are never far away. The nature of space indicates that even the simplest routine can go fatally awry, while amazing photographs taken by the telescope celebrate the wonder of Earth's celestial surroundings.",88,86,"Hubble"
