"Director","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Ted Kotcheff","PG","Comedy","English","Oct 21, 2009","1h 52m","Food critic Max Vandeveer (Robert Morley) is a gluttonous gourmand whose appetite is killing him. His doctor tells him he needs to lay off the fine dining, or else. That prescription gets a little easier to follow when a highly unusual killing spree hits the fine restaurants of Europe: a murderer is knocking off four-star chefs. At the same time, the murders make the invitation to prepare dessert at a lavish dinner less than auspicious for famous pastry chef Natasha (Jacqueline Bisset).",77,70,"Who Is Killing the Great Chefs of Europe?"
