"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sidney J. Furie","Ron Samuels, Joe Wizan","TriStar Pictures","PG-13","Action","English","Jan 17, 1986, Limited","Feb 28, 2017","$21.5M","1h 59m","Stereo, Surround","When Col. Ted Masters' (Tim Thomerson) plane goes down in an Arab country and he's sentenced to death for trespassing, his 18-year-old son, Doug (Jason Gedrick), is determined to save him. Unfortunately, Doug isn't the best fighter pilot -- he wasn't accepted into the Air Force because he needs to listen to music in order to hit a target. So he enlists the help of Col. Chappy (Louis Gossett Jr.) to borrow a couple of F-16 planes, fly across the Atlantic and start a rescue mission.",20,56,"Iron Eagle"
