"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Sidney Lumet","Paul Graetz","Norman Rosten","Drama","English","Jan 22, 1962, Original","1h 50m","Eddie Carbone (Raf Vallone) is a dockworker living in Brooklyn with his wife, Beatrice (Maureen Stapleton), and their niece, Catherine (Carol Lawrence). Life in the Carbone household is upended by the arrival of Beatrice's Italian cousins Rodolpho (Jean Sorel) and Marco (Raymond Pellegrin). Though Eddie agrees to shelter the two illegal immigrants, he regrets his decision when Catherine and Rodolpho begin a relationship that stirs up surprising jealousy and ultimately leads to tragedy.",80,62,"A View From the Bridge"
