"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Dan O'Bannon","Mark Borde, Kenneth Raich","Brent V. Friedman","R","Horror","English","Sep 12, 2017","1h 46m","Surround","A Rhode Island private eye (John Terry) learns his client's (Jane Sibbett) husband (Chris Sarandon) is a latter-day sorcerer out to bring back the dead.",40,54,"The Resurrected"
