"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Marielle Heller","Anne Carey, Bert Hamelinck, Madeline Samit, Miranda Bailey","Marielle Heller","Sony Pictures Classics","Archer Gray","R (Strong Sexual Content|Dialogue|All Involving Teens|Language|Drinking|Drug Use|Graphic Nudity)","Drama","English","Aug 7, 2015, Limited","Aug 10, 2016","$1.5M","1h 42m","In 1970s San Francisco, a precocious 15-year-old (Bel Powley) embarks on an enthusiastic sexual odyssey, beginning with her mother's current lover (Alexander Skarsgård).",95,73,"The Diary of a Teenage Girl"
