"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Stefan Avalos","Marianne Connor","Stefan Avalos","New Select","Mixville 02","R (Language)","Horror","English","Feb 19, 2003, Wide","1h 30m","Strange events plague a woman (Paula Ficara) and her boyfriend (Stephen Wastell) after they move into a Los Angeles home.",80,14,"The Ghosts of Edendale"
