"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Donald Cammell","Sue Baden-Powell, Cassian Elwes, Elliott Kastner, Brad Wyman","Mrs. White's Productions","R","Mystery & Thriller","English","Aug 10, 2016","1h 50m","Surround","Joan White (Cathy Moriarty) is informed by the police that her husband, Paul (David Keith), a soundman who specializes in high-end audio systems, might be responsible for a series of gruesome murders in their Arizona community. As Paul's behavior turns violent, she begins to suspect her husband's guilt. In flashback, we see how Paul seduced Joan away from her then-boyfriend Mike (Alan Rosenberg), and the hunting trip Mike and Paul took that changed their relationship forever.",50,57,"White of the Eye"
