"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Claude Nuridsany, Marie Pérennou","Alain Sarde","Claude Nuridsany, Marie Pérennou","Les Films Alain Sarde","G","Documentary","French (Canada)","May 14, 2004, Original","Dec 13, 2005","$12.7K","1h 20m","Taking more than six years to film, this documentary written and directed by Claude Nuridsany and Marie Pérennou tells the tale of planet Earth's creation through breathtaking footage of diverse animals, changing land masses and swirling oceans. Narrated by Sotigui Kouyaté, the film lets the intricacy and grandeur of nature do most of the storytelling, which explains why many of the animals and natural events are listed in the credits as the ""cast list.""",84,83,"Genesis"
