"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Gene Kelly","Ernest Lehman","20th Century Fox","20th Century Fox","G","Musical, Comedy","English","Dec 12, 1969, Original","Mar 1, 2013","2h 26m","Surround","In 1890s New York City, the bold and enchanting widow Dolly Levi (Barbra Streisand) is a socialite-turned-matchmaker. Her latest clients seeking assistance are the cantankerous ""half-a-millionaire"" Horace Vandergelder (Walter Matthau) and a young artist named Ambrose (Tommy Tune), who is in love with Horace's niece, Ermengarde (Joyce Ames). Dolly's scheming soon involves Horace's employees as well as a New York hatmaker, as she tries to cover up her own secret romantic designs.",45,76,"Hello, Dolly!"
