"Director","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Dornhelm","Sascha-Verleih","R","Comedy","English","1h 33m","Echo Park, L.A., is where the city's has-beens, hopefuls and dreamers work their day jobs. May (Susan Dey), a single parent, works as a bartender to support herself and her son, Henry (Christopher Walker), though her real passion is acting. She also maintains a lukewarm affair with August (Michael Bowen), a would-be action star. For extra cash, she takes on a tenant, Jonathan (Tom Hulce), who wants to be a singer. Jonathan has more than success on his mind, though, as he begins to fall for May.",78,38,"Echo Park"
