"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"André Téchiné","Laurent Pétin, Michèle Pétin","André Téchiné, Cédric Anger","ARP Sélection","Drama","French (France)","1h 43m","Flat (1.85:1)","A soldier deserts during WWI and is persuaded by his wife to masquerade as a woman to escape the law.",43,NA,"Golden Years"
