"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Ilker Çatak","Ingo Fliess","Ilker Çatak, Johannes Duncker","Sony Pictures Classics","if... Productions, Arte, ZDF","PG-13 (Some Strong Language)","Drama","German","Dec 25, 2023, Limited","$627.9K","1h 34m","Carla Nowak, a dedicated sports and math teacher, starts her first job at a high school. She stands out among the new staff because of her idealism. When a series of thefts occur at the school and one of her students is suspected, she decides to get to the bottom of the matter on her own. Carla tries to mediate between outraged parents, opinionated colleagues and aggressive students, but is relentlessly confronted with the structures of the school system. The more desperately she tries to do everything right, the more the young teacher threatens to break.",96,65,"The Teachers' Lounge"
