"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Zalman King","Donald P. Borchers","Zalman King","R","Romance","English","Apr 18, 2000","$1.5M","1h 44m","A rich Alabama blonde (Sherilyn Fenn) in white cannot resist an earthy carnival-ride attendant (Richard Tyson).",0,49,"Two Moon Junction"
