"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Pitof","Edward L. McDonnell, Denise Di Novi","John Rogers, Michael Ferris, John D. Brancato","Warner Bros. Pictures","Warner Brothers, Village Roadshow Prod.","PG-13 (Violence|Some Sensuality)","Action, Adventure","English","Jul 19, 2004, Original","Sep 28, 2011","$40.2M","1h 44m","Surround, Dolby SRD, DTS, SDDS","Scope (2.35:1)","""Catwoman"" is the story of shy, sensitive artist Patience Philips (Halle Berry), a woman who can't seem to stop apologizing for her own existence. She works as a graphic designer for Hedare Beauty, a mammoth cosmetics company on the verge of releasing a revolutionary anti-aging product. When Patience inadvertently happens upon a dark secret her employer is hiding, she finds herself in the middle of a corporate conspiracy. What happens next changes Patience forever.",8,18,"Catwoman"
