"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Gérard Pirès","Mark Ezra, Gérard Pirès","Filmguard, Spice Factory, Fusion International, Mandarin Films, Scion Films, Future Film Financing, Alliance Atlantis Communications, Transfilm, Spice Favoy, Téléfilm Canada","R","Action","English","Jun 3, 2019","1h 23m","Surround","Master criminal Slim (Stephen Dorff) assembles a team of daredevils to pull off a succession of bank heists. Their getaway method for each robbery involves an extreme sport. After inadvertently making more money than expected on one of the robberies, the criminals decide they have collected enough funds to retire. But the cops -- including Lt. Macgruder (Bruce Payne) and Karen (Natasha Henstridge), a police detective -- refuse to let the adrenaline junkies skate away so easily.",29,35,"Riders"
