"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Gregg Araki","Gregg Araki, Andrea Sperling","Gregg Araki","Fine Line Features","R","Drama","English","May 9, 1997, Original","Nov 3, 2023","$172.7K","1h 23m","In Los Angeles, a colorful assortment of bohemians try to make sense of their intersecting lives. The moody Dark Smith (James Duval), his bisexual girlfriend (Rachel True), her lesbian lover (Kathleen Robertson) and their shy gay friend (Nathan Bexton) plan on attending the wildest party of the year. But they'll only make it if they can survive the drug trips, suicides, trysts, rapes, mutilations and alien abductions that occur as one surreal day unfolds.",47,76,"Nowhere"
