"Director","Producer","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"David Lean","Ilya Lopert","United Artists","Romance","English","Jun 8, 1955, Original","Feb 23, 2012","1h 39m","Middle-aged Ohio secretary Jane Hudson (Katharine Hepburn) has never found love and has nearly resigned herself to spending the rest of her life alone. But before she does, she uses her savings to finance a summer in romantic Venice, where she finally meets the man of her dreams, the elegant Renato Di Rossi (Rossano Brazzi). But when she learns that her new paramour is leading a double life, she must decide whether her happiness can come at the expense of others.",92,79,"Summertime"
