"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Emilio Martínez-Lázaro","Tomás Cimadevilla","Sundance Channel Home Entertainment","R","Romance, Comedy, Musical","Spanish","Aug 29, 2003, Original","$113.1K","1h 54m","Complications arise after a woman tells her lover (Guillermo Toledo) she is leaving him for someone new (Ernesto Alterio).",49,65,"The Other Side of the Bed"
