"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ron Underwood","Renny Harlin, Geena Davis","Robert King","Forge, Metro-Goldwyn-Mayer (MGM)","PG-13","Romance, Comedy","English","Aug 1, 2006","$19.6M","1h 39m","Surround, Stereo","In the midst of election season in New Mexico, political speech writers Julia Mann (Geena Davis), a Democrat, and Kevin Vallick (Michael Keaton), a Republican, begin a romance. At first they're each unaware of each other's profession, but when they realize they're working for rival candidates, they try to make the relationship work anyway. However, the couple's lives are complicated when Julia's ex, a self-absorbed TV reporter named Bob Freed (Christopher Reeve), arrives in town.",10,33,"Speechless"
