"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Carol Reed","Carol Reed","Graham Greene, Lesley Storm, William Templeton","Selznick International Pictures, Criterion Collection","British Lion Film Corporation, London Film Production","Mystery & Thriller","English","Sep 30, 1948, Original","Feb 10, 2006","Nov 18, 2016","$58.1K","1h 34m","Mono","The young son of a diplomat, Phillipe (Bobby Henrey), often finds himself alone. To entertain the boy, the household butler, Baines (Ralph Richardson), creates adventurous stories of his past. As a result, Phillipe idolizes the servant, seeing him as a hero. But when Baines' wife (Sonia Dresdel) falls to her death, the police believe Baines was behind it. Phillipe, who witnessed the event, will do anything to protect the butler -- but he only makes things worse by doing so.",100,88,"The Fallen Idol"
