"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Mark Young","John Landolfi, Mark Young","Mark Young, Adam Frazier","IFC Midnight","IFC Films","Horror, Mystery & Thriller","English","May 25, 2018, Limited","May 25, 2018","1h 32m","Scope (2.35:1)","A wild animal attacks six grad students on a weekend hike in the woods. One by one, they become infected with an unknown virus that turns them into bloodthirsty creatures.",35,20,"Feral"
