"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Melanie Mayron","Jane Startz, Peter O. Almond","Beacon Communications, Columbia Pictures Corporation","PG","Kids & Family, Drama","English","Aug 18, 1995, Limited","Apr 16, 2012","$9.0M","1h 34m","Surround","Kristy Thomas (Schuyler Fisk) and her six best friends struggle to make their successful business -- the Baby-Sitters Club -- into a full-fledged summer day camp. When a group of adults led by their crotchety neighbor, Emily Haberman (Ellen Burstyn), tries to shut down the camp, the girls must band together to keep their dream alive. Meanwhile, each club member faces her own personal challenges, including divorced parents, a discouraging diabetes diagnosis and an innocent crush on an older boy.",67,47,"The Baby-Sitters Club"
