"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Charles Jarrott","Hal B. Wallis","John Hale","Universal Pictures","Universal Pictures, Hal Wallis Productions","PG-13","History, Drama","English","Feb 2, 1972, Original","Sep 18, 2007","2h 8m","Mary, Queen of Scots (Vanessa Redgrave), teenage wife to the king of France, returns to Scotland after her husband's death. Elizabeth Tudor (Glenda Jackson), believing her cousin Mary and her Roman Catholic beliefs to be a political threat, creates romantic dilemmas to distract her. Mary's subsequent marriage to Lord Darnley (Timothy Dalton), her relationship with courtier David Riccio (Ian Holm), and a third marriage to Lord Bothwell (Nigel Davenport) lead to her abdication and exile.",67,55,"Mary, Queen of Scots"
