"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Synopsis","Critics","Audiences","Title"
"Sook-Yin Lee","Simone Urdl, Jennifer Weiss, Jamie Manning","Sook-Yin Lee","The Film Farm","Drama","English","A young woman tries to find the father she never got to meet.",60,29,"Octavio Is Dead"
