"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Thea Sharrock","Allison Shearmur, Angelina Jolie, Brigham Taylor","Mike White","Walt Disney Pictures, Digital Makeup Group","PG (Mild Thematic Elements)","Kids & Family, Comedy, Adventure","English","Aug 21, 2020","1h 33m","Dolby Atmos, DTS","Scope (2.35:1)","A gorilla tries to piece together its past and escape captivity with help from an elephant.",71,66,"The One and Only Ivan"
