"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Marcel Walz","Sarah French, Joe Knetter, Marcel Walz","Joe Knetter, Robert L. Lucas","Quiver Distribution","Mezek Films, Neon Noir","PG","Horror, Mystery & Thriller","English","Aug 25, 2023","1h 34m","A mysterious villain from a new horror film appears at the cast's wrap party, and begins to stage their own kill scenes. One by one, the cast disappear until the true nature of the evening is revealed.",36,97,"That's a Wrap"
