"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sam Wood","Henry Bellamann, Casey Robinson","Warner Bros., Warner Home Vídeo","Warner Bros.","Drama","English","Apr 18, 1942, Wide","Jan 1, 2009","2h 7m","Mono","In the 1890s, friends from both sides of the tracks in the village of Kings Row look for love despite the barriers of family and class. Aspiring doctor Parris Mitchell (Robert Cummings) loves the mysterious Cassandra Tower (Betty Field), despite her dark family secrets. Drake McHugh (Ronald Reagan) loses his trust fund and must go to work, but when his legs are amputated after an accident, his depression colors his relationship with feisty working-class girl Randy Monaghan (Ann Sheridan).",100,78,"Kings Row"
