"Director","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Amy Heckerling","Twentieth Century Fox","PG-13","Comedy","English","Aug 27, 2002","1h 30m","Johnny Kelly (Michael Keaton) lives a double life: at home, he's the good apple, looking after his ailing mother (Maureen Stapleton) and sexually obsessed brother, Tommy (Griffin Dunne). But his not-so-secret life is as Johnny Dangerously, an up-and-coming criminal being groomed by local gangster Jocko Dundee (Peter Boyle). Johnny's crime money puts Tommy through law school, but, when his brother becomes district attorney, Johnny must protect him from the murderous Danny Vermin (Joe Piscopo).",44,63,"Johnny Dangerously"
