"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Masterson","David Foster, John Turman, Lawrence Turman","Bill Bozzone","Metro-Goldwyn-Mayer","R","Drama","English","Nov 23, 1988, Original","$254.5K","1h 37m","Floyd (Gene Hackman), the owner of a bar in a coastal Texas town, has not recovered from the disappearance -- and presumed death -- of his wife in a swimming accident a year earlier. As a result, his bar is losing money, and Floyd does not see that his depression is affecting the livelihoods of his employees and loved ones. Faced with a large bill for back taxes, Floyd considers selling the bar, unaware that a new construction project in the works could quickly turn things around.",27,25,"Full Moon in Blue Water"
