"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Joel Coen","Ethan Coen","Joel Coen, Ethan Coen","USA Films","River Road","R","Mystery & Thriller, Crime, Drama","English","Jul 7, 1984, Wide","Jul 1, 2016","Mar 1, 2016","$1.7M","1h 37m","Stereo","""Blood Simple"" was the first feature film from Joel and Ethan Coen. This is the newly restored and re-edited director's cut of the film, introduced by Mortimer Young. The stylish crime thriller premiered at film festivals in 1984. ""Blood Simple"" begins deep in the heart of Texas, where a jealous saloon owner hires a cheap divorce detective to kill the saloon owner's younger wife and her bartender lover. But the detective gets a better idea: he follows the two lovers, and...",94,88,"Blood Simple"
