"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael A. Goorjian","Kevin Weisman","Michael A. Goorjian, Chris Horvath, Tressa DiFiglia","Entitled Entertainment","Entitled Entrtainment, Maldoror Productions, Illusion Productions","PG-13 (Some Violence)","Drama","English","Oct 23, 2004, Original","Feb 17, 2006","Nov 12, 2015","$9.3K","1h 46m","Dolby Digital","Donald Baines (Kirk Douglas) is a legendary filmmaker in the twilight of his life. Slowly dying, he watches his life's work in a private screening room, but he is haunted by the sacrifices he made for his art, and especially by the rejection of Christopher (Michael Goorjian), his illegitimate son. One night, the ghost of a long-dead movie editor transports Donald to an old theater, where he sees three visions of his son's life and gets a final chance to make a change in that life.",36,87,"Illusion"
