"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Orson Welles","Orson Welles","William Shakespeare, Orson Welles","Republic Pictures","Mercury Productions, Republic Pictures Corporation","Drama","English","Dec 26, 1948, Limited","Oct 1, 2015","1h 46m","In director Welles' retelling of Shakespeare's classic tragedy, Macbeth (Orson Welles), a medieval Scottish general, is told by three witches he will rise to be king. After learning the prophecy, he's pressured by his ambitious wife, Lady Macbeth (Jeanette Nolan), to murder King Duncan (Erskine Sanford) and seize the throne. Macbeth succeeds, but with his new power he becomes increasingly paranoid and bloodthirsty, which ultimately leads to his tragic demise.",86,76,"Macbeth"
