"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Robert Zemeckis","Neil Canton, Bob Gale","Bob Gale","Universal Pictures, MCA/Universal Pictures [us]","Universal Pictures, Amblin Entertainment","PG","Comedy, Sci-Fi, Western, Fantasy, Adventure","English","May 25, 1990, Original","Jul 2, 2015","1h 58m","Surround, Dolby SR, Magnetic Stereo 6 Track","70mm, 35mm","In this final chapter, Marty McFly (Michael J. Fox) obtains a 70-year-old message from the time-traveling Dr. Emmett Brown (Christopher Lloyd), in which he informs Marty that he has retired to a small town in the Old West. Marty then finds out that the Doc was murdered shortly after sending the letter. In order to save his friend, Marty will have to travel back in time, disentangle a lovestruck Doc from a local schoolmarm, and repair the DeLorean -- all while avoiding a posse of gunslingers.",81,78,"Back to the Future Part III"
