"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Richard Stanley","JoAnne Sellar, Paul Trybits","Richard Stanley","R","Sci-Fi, Horror","English","Sep 14, 1990, Original","Nov 5, 2016","$5.1M","1h 32m","Surround","In an America ravaged by atomic warfare, nomads spend their days scavenging for scrap in a blasted landscape. That's how ex-soldier Moses Baxter (Dylan McDermott) comes into possession of some spare android parts. He buys them as a present for his artist girlfriend, Jill (Stacey Travis), who plans to put them in a sculpture. What they don't know is that the pieces come from a new kind of android that is capable of reassembling itself -- and is programmed to kill.",46,52,"Hardware"
