"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Nicolas Roeg","Jeremy Thomas","Terry Johnson","Island Alive","Recorded Picture Company (RPC), Zenith Entertainment","R","Comedy","English","Aug 2, 1985, Original","Jun 14, 2011","1h 50m","One summer night in New York in 1953, a senator (Tony Curtis), a starlet (Theresa Russell) and her baseball-star husband (Gary Busey) end up in the hotel room of a physics professor (Michael Emil). They discuss sex, power, politics, physics, the atom bomb and their troubled childhoods. The characters are clearly based on Joseph McCarthy, Marilyn Monroe, Joe DiMaggio and Albert Einstein, and these icons are used to explore the history of postwar America, as well as its uncertain future.",73,65,"Insignificance"
