"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"François Ozon","Éric Altmayer, Nicolas Altmayer","François Ozon, Emmanuèle Bernheim","Cohen Media Group","Mandarin Films","Drama","French (France)","Apr 14, 2023, Limited","1h 53m","Flat (1.85:1)","When André (André Dussollier) contacts his adult daughter, Emmanuèle, (Sophie Marceau) with a devastating final wish, she is forced to reconcile her past with him, in François Ozon's powerful family drama.",91,71,"Everything Went Fine"
