"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Julian Jarrold","Robert Bernstein, Douglas Rae, Kevin Loader","Jeremy Brock, Andrew Davies","Miramax Films, Concorde Filmverleih","Ecosse Films","PG-13 (Some Sexual Content)","Drama, Romance","English","Jul 25, 2008, Limited","Oct 8, 2016","$6.4M","2h 14m","Befriended by aristocrat Sebastian Flyte (Ben Whishaw), Oxford student Charles Ryder (Matthew Goode) finds that the power and privilege experienced by the family is seductive. On a visit to Brideshead, the ancestral home, he falls in love with his friend's sister, Julia (Hayley Atwell). However, as Charles' ties to Sebastian and family deepen, he finds himself at odds with their strong Roman Catholicism.",62,52,"Brideshead Revisited"
