"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"John Woo","Terence Chang, Linda Kuk","Barry Ping-Yiu Wong, John Woo","Golden Princess Film Production Limited, Milestone Pictures","R","Action","Chinese","Jan 1, 1992, Wide","Oct 27, 2003","2h 6m","Stereo, Mono","Flat (1.85:1)","A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.",92,92,"Hard-Boiled"
