"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"André Téchiné","Saïd Ben Saïd","André Téchiné, Mehdi Ben Attia","Drama","French (Canada)","Mar 10, 2017","$150.4K","1h 52m","An author moves to Venice to write a novel and falls in love with a woman he does not fully trust.",76,35,"Unforgivable"
