"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Majid Majidi","Majid Majidi","Mehran Kashani, Majid Majidi","Regent Releasing","PG (Brief Strong Language)","Drama","Persian","Apr 3, 2009, Limited","Jan 16, 2018","$115.9K","1h 36m","After losing a valuable ostrich, Karim (Reza Naji) is fired from his job tending fowl on a small farm. Desperate to repair his daughter's broken hearing aid, Karim sets out on his motorcycle to find work in the bustling city of Tehran, Iran. Karim accidentally falls into a lucrative new line of work when a distracted businessman mistakes him for a taxi and jumps on the back of his motorcycle. But as the allure of the city takes its hold on Karim, he begins to lose sight of what matters most.",98,87,"The Song of Sparrows"
