"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Allan Arkush","Warner Bros.","Warner Brothers/Seven Arts","PG","Comedy","English","Jul 22, 1988, Wide","Jul 24, 2014","$11.3M","1h 38m","Surround","Jack Hartounian (Jackie Mason), a boorish but good-hearted real estate tycoon, applies for membership at a snooty country club, but is blackballed by the old-money WASPs, led by Chandler Young (Robert Stack). As revenge, he simply buys the club outright and turns it into a garish amusement park. Chandler wants to win the property back by challenging Jack to a golf match, but he hedges his bets by hiring deranged mercenary Tom Everett (Dan Aykroyd) to eliminate his competition.",4,17,"Caddyshack II"
