"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Kenji Mizoguchi","Masaichi Nagata","Masashige Narusawa, Yoshika Shibaki","Edward Harrison [us]","Drama","Japanese","Jun 4, 1959, Wide","Oct 21, 2008","1h 27m","Mono","As the legality of prostitution in Japan draws to a close, five prostitutes struggle with the personal problems that led them to their jobs. Yumeko (Aiko Mimasu) is a widow who pays her son's expenses. Yasumi (Ayako Wakao) is trying to dig herself out of debt, while fielding a marriage offer. Hanae (Michiko Kogure) supports her child and unemployed husband. Despite appearing carefree, Mickey (Machiko Kyō) carries burdens from her past. Each woman offers a window into a complex situation.",82,82,"Street of Shame"
