"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Milko Lazarov","Veselka Kiryakova","Simeon Ventsislavov, Milko Lazarov","Big World Pictures","Big World Pictures, 42film, ZDF/Arte, Arizona Films, Red Carpet","Drama","Sep 4, 2019, Limited","Mar 31, 2020","$35.2K","1h 36m","Scope (2.35:1)","An elderly reindeer hunter and his wife live in the icy north. When she senses that she is dying, the wife longs to talk about their daughter who left home to work in a faraway diamond mine, but her husband refuses to talk about her.",96,67,"Ága"
