"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Federico Fellini","Franco Rossellini, Daniel Toscan du Plantier","Federico Fellini, Brunello Rondi, Bernardino Zapponi","New Yorker Films","R","Comedy, Drama, Fantasy","Italian","Mar 28, 1980, Original","Feb 19, 2016","Mar 8, 2017","$6.2K","2h 20m","Mono","35mm, Flat (1.85:1)","This surreal exploration of male and female sexuality follows Snaporaz (Marcello Mastroianni), an Italian train passenger who pursues a beautiful woman. Trailing the lovely lady through a forest, Snaporaz ends up at a hotel populated by women gathered for a feminist conference. He soon realizes that he is an unwelcome presence and must evade hostile women, with some aid provided by the seemingly kind Donatella (Donatella Damiani). Can Snaporaz escape this strange ultra-feminine reality?",68,75,"City of Women"
