"Director","Producer","Production Co","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Rowan Woods","Robert Connolly, John Maynard","Arena Films, Globe Films, Axiom Films","R","Crime, Drama","English","$2.9K","1h 24m","Surround","Brett (David Wenham), out of prison on parole, returns to his family home to catch up with his mother, Sandra (Lynette Curran), and his brothers, Stevie (Anthony Hayes) and Glenn (John Polson). The day takes a bad turn when the brothers start drinking and doing drugs. After lingering tension between Brett and girlfriend, Michelle (Toni Collette), results in a violent altercation, Brett and his brothers embark on a night of hedonism that they will have difficulty living down.",88,81,"The Boys"
