"Director","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Fred Baillif","Fred Baillif","Drama","English","1h 50m","A group of teenage girls have been placed in a residential care home with social workers. They live under the same roof but haven't chosen each other. This experience creates unexpected tensions and intimacies. An incident triggers a chain of over-reactions but their lust for life also strengthens bonds. Just like a family.",94,NA,"The Fam"
