"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Lee Daniels","Pamela Oas Williams, Laura Ziskin, Lee Daniels, Buddy Patrick, Cassian Elwes","Danny Strong","Weinstein Co.","Laura Ziskin Productions","PG-13 (Language|Disturbing Images|Thematic Elements|Sexual Material|Smoking|Some Violence)","History, Drama","English","Aug 16, 2013, Wide","Dec 16, 2016","$116.6M","2h 12m","Dolby Digital","After leaving the South as a young man and finding employment at an elite hotel in Washington, D.C., Cecil Gaines (Forest Whitaker) gets the opportunity of a lifetime when he is hired as a butler at the White House. Over the course of three decades, Cecil has a front-row seat to history and the inner workings of the Oval Office. However, his commitment to his ""First Family"" leads to tension at home, alienating his wife (Oprah Winfrey) and causing conflict with his anti-establishment son.",72,78,"Lee Daniels' The Butler"
