"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Bruce Beresford","Philip Hobel, Mary Ann Hobel, Horton Foote, Robert Duvall","Horton Foote, Horton Foote","EMI Films Ltd.","PG","Drama","English","Mar 4, 1983, Original","Jun 2, 2009","1h 30m","Down-on-his-luck country singer Mac Sledge (Robert Duvall) has nowhere to turn when he wakes up in a motel, short on cash. So he takes a job from Rosa Lee (Tess Harper), the kindly widow who runs the place. Mac begins to fall for Rosa, who helps him confront his drinking, and also finds an unexpected bond with Rosa's young son (Allan Hubbard). When the opportunity for a career comeback surfaces, Mac must choose between his new life and the life he let slip through his hands.",82,81,"Tender Mercies"
