"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"John Liu, Kurtis Spieler","Brad Henderson, Kurtis Spieler, Ryan Emerson, Ralph Stevens, Joe Rubin","John Liu, Arthur Schweitzer, Kurtis Spieler","Vinegar Syndrome","Action, Comedy","English","1h 33m","Flat (1.85:1)","Taekwondo film legend John Liu stars as a New York everyman who, when pushed too far, is forced to take the law into his own hands and become ""The New York Ninja"" -- a vigilante set on righting wrongs and keeping the peace in a Big Apple on the brink of chaos. Originally filmed in 1984, this martial arts riot was never completed and sat, unedited in a warehouse, for nearly 40 years before being finished by the staff at Vinegar Syndrome.",96,39,"New York Ninja"
