"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Dario Argento","Thomas De Quincey, Dario Argento, Daria Nicolodi","Joseph Brenner Associates Inc. [us], Anchor Bay Entertainment, Fox Lorber","Seda Spettacoli","R","Horror, Mystery & Thriller","Italian","Feb 1, 1977, Original","Jul 13, 2017","1h 32m","Dolby","Scope (2.35:1)","Suzy (Jessica Harper) travels to Germany to attend ballet school. When she arrives, late on a stormy night, no one lets her in, and she sees Pat (Eva Axén), another student, fleeing from the school. When Pat reaches her apartment, she is murdered. The next day, Suzy is admitted to her new school, but has a difficult time settling in. She hears noises, and often feels ill. As more people die, Suzy uncovers the terrifying secret history of the place.",94,83,"Suspiria"
