"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Charlie Chaplin","Jerome Epstein, Charlie Chaplin","G","Romance, Comedy","English","May 31, 2005","1h 48m","A Russian countess (Sophia Loren) stows away in the stateroom of a married U.S. diplomat (Marlon Brando) bound for New York.",43,41,"A Countess From Hong Kong"
