"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Edgar Nito","Victor Leycegui, Annick Mahnert, Joshua Sobel","Edgar Nito, Alfredo Mendoza","AMP International","Drama","Spanish","Dec 1, 2020","1h 33m","A crush fuels 14-year-old Lalo's descent into the criminal underworld of illegal gasoline extraction, but what begins as a fast track for the latest smartphone veers into a deadly fight for his life.",100,NA,"The Gasoline Thieves"
